200	E.	E.	-1.0	129.23235978288963	9.466782208691907
389	sociodemographic	sociodémographiques	-1.0	129.23235978288963	9.466782208691907
66	dengue	dengue	-1.0	129.23235978288963	9.466782208691907
66	detected	détecté	-1.0	129.23235978288963	9.466782208691907
202	appears	semble	-1.0	129.23235978288963	9.466782208691907
494	had	présentaient	-1.0	129.23235978288963	9.466782208691907
66	considered	considéré	-1.0	129.23235978288963	9.466782208691907
66	suggesting	suggère	-1.0	129.23235978288963	9.466782208691907
118	programs	programs	-1.0	129.23235978288963	9.466782208691907
66	dengue	dengue	-1.0	129.23235978288963	9.466782208691907
245	sociodemographic	sociodémographiques	-1.0	129.23235978288963	9.466782208691907
67	detected	détecté	-1.0	129.23235978288963	9.466782208691907
387	Nigeria	Nigeria	-1.0	129.23235978288963	9.466782208691907
118	anemia	anémie	-1.0	129.23235978288963	9.466782208691907
69	experience	connaissent	-1.0	129.23235978288963	9.466782208691907
496	puberty	puberté	-1.0	129.23235978288963	9.466782208691907
64	malaria	paludisme	-1.0	129.23235978288963	9.466782208691907
408	closing	fermer	-1.0	129.23235978288963	9.466782208691907
521	amyloidosis	amylose	-1.0	129.23235978288963	9.466782208691907
64	suggesting	suggère	-1.0	129.23235978288963	9.466782208691907
114	provide	fournir	-1.0	129.23235978288963	9.466782208691907
484	η	η	-1.0	129.23235978288963	9.466782208691907
484	sub	sub	-1.0	129.23235978288963	9.466782208691907
526	improve	améliorent	-1.0	129.23235978288963	9.466782208691907
215	using	combinant	-1.0	129.23235978288963	9.466782208691907
489	Nigeria	Nigéria	-1.0	129.23235978288963	9.466782208691907
252	recommend	recommandons	-1.0	129.23235978288963	9.466782208691907
251	had	présentaient	-1.0	129.23235978288963	9.466782208691907
380	appear	semble	-1.0	129.23235978288963	9.466782208691907
80	heart	cardiopathie	-1.0	129.23235978288963	9.466782208691907
123	calculated	calculés	-1.0	129.23235978288963	9.466782208691907
205	created	créé	-1.0	129.23235978288963	9.466782208691907
491	aims	vise	-1.0	129.23235978288963	9.466782208691907
64	malaria	paludisme	-1.0	129.23235978288963	9.466782208691907
116	self	autosurveillance	-1.0	129.23235978288963	9.466782208691907
503	Nigeria	Nigéria	-1.0	129.23235978288963	9.466782208691907
64	vector	paludisme	-1.0	129.23235978288963	9.466782208691907
521	caused	causée	-1.0	129.23235978288963	9.466782208691907
116	self	autosurveillance	-1.0	129.23235978288963	9.466782208691907
491	provide	fournir	-1.0	129.23235978288963	9.466782208691907
402	Riyadh	Riyad	-1.0	129.23235978288963	9.466782208691907
75	calculated	calculés	-1.0	129.23235978288963	9.466782208691907
64	show	montrent	-1.0	129.23235978288963	9.466782208691907
367	Abia	Abia	-1.0	129.23235978288963	9.466782208691907
46	necessitates	nécessite	-1.0	129.23235978288963	9.466782208691907
538	CADESI-04	CADESI-04	-1.0	129.23235978288963	9.466782208691907
559	advocate	recommandons	-1.0	129.23235978288963	9.466782208691907
18	Ontario	Ontario	-1.0	129.23235978288963	9.466782208691907
348	accessing	rester	-1.0	129.23235978288963	9.466782208691907
447	Ha'il	Haïl	-1.0	129.23235978288963	9.466782208691907
175	predictors	prédicteurs	-1.0	129.23235978288963	9.466782208691907
447	Riyadh	Riyad	-1.0	129.23235978288963	9.466782208691907
559	mitigating	mesurer	-1.0	129.23235978288963	9.466782208691907
348	accessing	respecter	-1.0	129.23235978288963	9.466782208691907
564	choice	choix	-1.0	129.23235978288963	9.466782208691907
446	Gini	Gini	-1.0	129.23235978288963	9.466782208691907
11	found	constaté	-1.0	129.23235978288963	9.466782208691907
427	working	travaillant	-1.0	129.23235978288963	9.466782208691907
445	Ha'il	Haïl	-1.0	129.23235978288963	9.466782208691907
566	define	définir	-1.0	129.23235978288963	9.466782208691907
293	D0	J0	-1.0	129.23235978288963	9.466782208691907
427	working	travaillant	-1.0	129.23235978288963	9.466782208691907
292	pre-	pré-	-1.0	129.23235978288963	9.466782208691907
30	Nosocomial	nosocomiales	-1.0	129.23235978288963	9.466782208691907
463	ultrasound	échographie	-1.0	129.23235978288963	9.466782208691907
463	Doppler	Doppler	-1.0	129.23235978288963	9.466782208691907
463	flow	flux	-1.0	129.23235978288963	9.466782208691907
463	Intrarenal	intrarénal	-1.0	129.23235978288963	9.466782208691907
421	Africa	Afrique	-1.0	129.23235978288963	9.466782208691907
288	pre-	pré-	-1.0	129.23235978288963	9.466782208691907
27	increased	augmente	-1.0	129.23235978288963	9.466782208691907
137	PIVOTAL	PIVOTAL	-1.0	129.23235978288963	9.466782208691907
177	trans	transrectale	-1.0	129.23235978288963	9.466782208691907
422	decrease	diminuer	-1.0	129.23235978288963	9.466782208691907
553	provide	présentent	-1.0	129.23235978288963	9.466782208691907
176	trans	transrectale	-1.0	129.23235978288963	9.466782208691907
31	staphylococcal	staphylococcique	-1.0	129.23235978288963	9.466782208691907
176	histological	histologiques	-1.0	129.23235978288963	9.466782208691907
288	ACTH	ACTH	-1.0	129.23235978288963	9.466782208691907
284	causes	provoque	-1.0	129.23235978288963	9.466782208691907
334	psoas	psoas	-1.0	129.23235978288963	9.466782208691907
296	plexus	plexus	-1.0	129.23235978288963	9.466782208691907
303	analgesia	analgésie	-1.0	129.23235978288963	9.466782208691907
143	Programs	programs	-1.0	129.23235978288963	9.466782208691907
434	France	France	-1.0	129.23235978288963	9.466782208691907
5	inclusion	inclusion	-1.0	129.23235978288963	9.466782208691907
434	America	Amérique	-1.0	129.23235978288963	9.466782208691907
4	CINAHL	CINAHL	-1.0	129.23235978288963	9.466782208691907
440	assess	mesurer	-1.0	129.23235978288963	9.466782208691907
438	considered	considéré	-1.0	129.23235978288963	9.466782208691907
325	psoas	psoas	-1.0	129.23235978288963	9.466782208691907
144	Pakistan	Pakistan	-1.0	129.23235978288963	9.466782208691907
145	adapted	adapté	-1.0	129.23235978288963	9.466782208691907
146	Pakistan	Pakistan	-1.0	129.23235978288963	9.466782208691907
146	followed	adapté	-1.0	129.23235978288963	9.466782208691907
320	have	valider	-1.0	129.23235978288963	9.466782208691907
149	participated	participé	-1.0	129.23235978288963	9.466782208691907
428	involve	impliquant	-1.0	129.23235978288963	9.466782208691907
328	Univariate	univariée	-1.0	129.23235978288963	9.466782208691907
434	France	France	-1.0	129.23235978288963	9.466782208691907
429	treat	traiter	-1.0	129.23235978288963	9.466782208691907
570	classified	classifiés	-1.0	129.23235978288963	9.466782208691907
571	classified	classifiés	-1.0	129.23235978288963	9.466782208691907
432	Defining	Définir	-1.0	129.23235978288963	9.466782208691907
332	Univariate	univariée	-1.0	129.23235978288963	9.466782208691907
141	take	prennent	-1.0	129.23235978288963	9.466782208691907
434	played	jouent	-1.0	129.23235978288963	9.466782208691907
320	assumed	valider	-1.0	129.23235978288963	9.466782208691907
443	Gini	Gini	-1.0	129.23235978288963	9.466782208691907
160	close	comparer	-1.0	129.23235978288963	9.466782208691907
160	includes	cherché	-1.0	129.23235978288963	9.466782208691907
578	CINAHL	CINAHL	-1.0	129.23235978288963	9.466782208691907
432	Africa	Afrique	-1.0	129.23235978288963	9.466782208691907
328	performed	effectuées	-1.0	129.23235978288963	9.466782208691907
10	found	constaté	-1.0	129.23235978288963	9.466782208691907
550	improves	améliorent	-1.0	129.23235978288963	9.466782208691907
176	undergoing	subissant	-1.0	129.23235978288963	9.466782208691907
414	hydrothermal	hydrothermale	-1.0	129.23235978288963	9.466782208691907
129	erythropoietin	érythropoïétine	-1.0	129.23235978288963	9.466782208691907
467	Intrarenal	intrarénal	-1.0	129.23235978288963	9.466782208691907
110	coronavirus	coronavirus	-1.0	129.23235978288963	9.466782208691907
415	hydrothermal	hydrothermale	-1.0	129.23235978288963	9.466782208691907
359	status	statu	-1.0	129.23235978288963	9.466782208691907
40	cleaned	nettoyées	-1.0	129.23235978288963	9.466782208691907
281	treat	traiter	-1.0	129.23235978288963	9.466782208691907
545	NPV	VPN	-1.0	129.23235978288963	9.466782208691907
469	echocardiography	échocardiographie	-1.0	129.23235978288963	9.466782208691907
418	urogenital	urogénitale	-1.0	129.23235978288963	9.466782208691907
130	PIVOTAL	PIVOTAL	-1.0	129.23235978288963	9.466782208691907
414	created	créé	-1.0	129.23235978288963	9.466782208691907
360	show	montrent	-1.0	129.23235978288963	9.466782208691907
541	pVAS	pVAS	-1.0	129.23235978288963	9.466782208691907
414	operation	fonctionnement	-1.0	129.23235978288963	9.466782208691907
186	haematuria	hématurie	-1.0	129.23235978288963	9.466782208691907
466	echocardiography	échocardiographie	-1.0	129.23235978288963	9.466782208691907
38	staphylococcal	staphylococcique	-1.0	129.23235978288963	9.466782208691907
539	predictive	prédictives	-1.0	129.23235978288963	9.466782208691907
467	flow	flux	-1.0	129.23235978288963	9.466782208691907
181	histological	histologiques	-1.0	129.23235978288963	9.466782208691907
412	Dublin	Dublin	-1.0	129.23235978288963	9.466782208691907
419	misdiagnosed	diagnostiquées	-1.0	129.23235978288963	9.466782208691907
541	CADESI-04	CADESI-04	-1.0	129.23235978288963	9.466782208691907
472	severity	gravité	-1.0	129.23235978288963	9.466782208691907
414	Dublin	Dublin	-1.0	129.23235978288963	9.466782208691907
412	display	présentent	-1.0	129.23235978288963	9.466782208691907
365	Abia	Abia	-1.0	129.23235978288963	9.466782208691907
183	done	effectuée	-1.0	129.23235978288963	9.466782208691907
185	haematuria	hématurie	-1.0	129.23235978288963	9.466782208691907
41	cleaned	nettoyées	-1.0	129.23235978288963	9.466782208691907
130	expected	prévue	-1.0	129.23235978288963	9.466782208691907
539	SP	SP	-1.0	129.23235978288963	9.466782208691907
282	cause	provoque	-1.0	129.23235978288963	9.466782208691907
181	recorded	enregistrés	-1.0	129.23235978288963	9.466782208691907
413	3D	3D	-1.0	129.23235978288963	9.466782208691907
418	Schistosomiasis	bilharziose	-1.0	129.23235978288963	9.466782208691907
578	MEDLINE	MEDLINE	-1.0	193.84853967433446	9.87224731680007
541	D60	J60	-1.0	193.84853967433446	9.87224731680007
381	labelling	étiquetage	-1.0	193.84853967433446	9.87224731680007
80	hospitalized	hospitalisés	-1.0	193.84853967433446	9.87224731680007
532	prick	prick	-1.0	193.84853967433446	9.87224731680007
545	prick	prick	-1.0	193.84853967433446	9.87224731680007
373	identified	identifiés	-1.0	193.84853967433446	9.87224731680007
10	brachytherapy	curiethérapie	-1.0	193.84853967433446	9.87224731680007
513	RRs	RR	-1.0	193.84853967433446	9.87224731680007
241	identified	identifier	-1.0	193.84853967433446	9.87224731680007
541	D30	J30	-1.0	193.84853967433446	9.87224731680007
237	use	utiliser	-1.0	193.84853967433446	9.87224731680007
511	reported	rapportant	-1.0	193.84853967433446	9.87224731680007
317	concentrations	ratios	-1.0	193.84853967433446	9.87224731680007
538	evaluated	évalués	-1.0	193.84853967433446	9.87224731680007
313	kinetics	cinétique	-1.0	193.84853967433446	9.87224731680007
312	response	ratios	-1.0	193.84853967433446	9.87224731680007
312	kinetics	cinétique	-1.0	193.84853967433446	9.87224731680007
3	meta	méta-analyse	-1.0	193.84853967433446	9.87224731680007
3	analysis	méta-analyse	-1.0	193.84853967433446	9.87224731680007
235	Intraoperative	peropératoires	-1.0	193.84853967433446	9.87224731680007
4	MEDLINE	MEDLINE	-1.0	193.84853967433446	9.87224731680007
534	Prick	prick	-1.0	193.84853967433446	9.87224731680007
257	intergenerational	intergénérationnel	-1.0	193.84853967433446	9.87224731680007
539	calculated	calculées	-1.0	193.84853967433446	9.87224731680007
326	calculated	calculées	-1.0	193.84853967433446	9.87224731680007
365	aimed	visait	-1.0	193.84853967433446	9.87224731680007
327	cardiovascular	cardiovasculaires	-1.0	193.84853967433446	9.87224731680007
7	LOE	QdP	-1.0	193.84853967433446	9.87224731680007
373	labelling	étiquetage	-1.0	193.84853967433446	9.87224731680007
7	meta	méta-analyse	-1.0	193.84853967433446	9.87224731680007
7	analysis	méta-analyse	-1.0	193.84853967433446	9.87224731680007
510	PubMed	PubMed	-1.0	193.84853967433446	9.87224731680007
578	Cochrane	Cochrane	-1.0	193.84853967433446	9.87224731680007
82	understand	comprendre	-1.0	193.84853967433446	9.87224731680007
326	quartile	quartile	-1.0	193.84853967433446	9.87224731680007
513	reporting	rapportant	-1.0	193.84853967433446	9.87224731680007
362	nations	pays	-1.0	193.84853967433446	9.87224731680007
255	taking	prendre	-1.0	193.84853967433446	9.87224731680007
61	VBDs	MTV	-1.0	193.84853967433446	9.87224731680007
259	understand	comprendre	-1.0	193.84853967433446	9.87224731680007
252	take	prendre	-1.0	193.84853967433446	9.87224731680007
552	connectivity	connectivité	-1.0	193.84853967433446	9.87224731680007
65	virus	virus	-1.0	193.84853967433446	9.87224731680007
384	result	entraîner	-1.0	193.84853967433446	9.87224731680007
523	polyneuropathy	polyneuropathie	-1.0	193.84853967433446	9.87224731680007
31	pyoderma	pyodermite	-1.0	193.84853967433446	9.87224731680007
354	QALYs	AVAQ	-1.0	193.84853967433446	9.87224731680007
247	countries	pays	-1.0	193.84853967433446	9.87224731680007
289	Topical	topique	-1.0	193.84853967433446	9.87224731680007
248	SPSS	SPSS	-1.0	193.84853967433446	9.87224731680007
520	Transthyretin	transthyrétine	-1.0	193.84853967433446	9.87224731680007
521	transthyretin	transthyrétine	-1.0	193.84853967433446	9.87224731680007
282	adrenocortical	corticosurrénale	-1.0	193.84853967433446	9.87224731680007
286	OE	OE	-1.0	193.84853967433446	9.87224731680007
551	connectivity	connectivité	-1.0	193.84853967433446	9.87224731680007
550	connectivity	connectivité	-1.0	193.84853967433446	9.87224731680007
549	griPEER	griPEER	-1.0	193.84853967433446	9.87224731680007
284	OE	OE	-1.0	193.84853967433446	9.87224731680007
550	use	utiliser	-1.0	193.84853967433446	9.87224731680007
34	pyoderma	pyodermite	-1.0	193.84853967433446	9.87224731680007
284	adrenocortical	corticosurrénale	-1.0	193.84853967433446	9.87224731680007
63	virus	virus	-1.0	193.84853967433446	9.87224731680007
250	Bangladesh	Bangladesh	-1.0	193.84853967433446	9.87224731680007
61	management	gestion	-1.0	193.84853967433446	9.87224731680007
332	quartile	quartile	-1.0	193.84853967433446	9.87224731680007
23	noticing	remarquer	-1.0	193.84853967433446	9.87224731680007
252	countries	pays	-1.0	193.84853967433446	9.87224731680007
513	ARDs	DRA	-1.0	193.84853967433446	9.87224731680007
243	Bangladesh	Bangladesh	-1.0	193.84853967433446	9.87224731680007
513	CIs	DRA	-1.0	193.84853967433446	9.87224731680007
333	quartile	quartile	-1.0	193.84853967433446	9.87224731680007
515	RR	RR	-1.0	193.84853967433446	9.87224731680007
550	griPEER	griPEER	-1.0	193.84853967433446	9.87224731680007
71	Alberta	Alberta	-1.0	193.84853967433446	9.87224731680007
374	labelling	étiquetage	-1.0	193.84853967433446	9.87224731680007
295	adrenocortical	corticosurrénale	-1.0	193.84853967433446	9.87224731680007
71	hospitalized	hospitalisés	-1.0	193.84853967433446	9.87224731680007
13	brachytherapy	curiethérapie	-1.0	193.84853967433446	9.87224731680007
389	exploring	explorer	-1.0	193.84853967433446	9.87224731680007
253	intergenerational	intergénérationnel	-1.0	193.84853967433446	9.87224731680007
14	brachytherapy	curiethérapie	-1.0	193.84853967433446	9.87224731680007
69	disparities	disparités	-1.0	193.84853967433446	9.87224731680007
14	therapy	curiethérapie	-1.0	193.84853967433446	9.87224731680007
252	nutrition	nutrition	-1.0	193.84853967433446	9.87224731680007
362	pose	constituent	-1.0	193.84853967433446	9.87224731680007
60	VBDs	MTV	-1.0	193.84853967433446	9.87224731680007
68	address	combler	-1.0	193.84853967433446	9.87224731680007
517	reporting	rapportant	-1.0	193.84853967433446	9.87224731680007
38	pyoderma	pyodermite	-1.0	193.84853967433446	9.87224731680007
246	Bangladesh	Bangladesh	-1.0	193.84853967433446	9.87224731680007
61	is	existe	-1.0	193.84853967433446	9.87224731680007
66	viruses	virus	-1.0	193.84853967433446	9.87224731680007
61	address	combler	-1.0	193.84853967433446	9.87224731680007
109	prescribed	prescrits	-1.0	193.84853967433446	9.87224731680007
319	Conclusions	ratios	-1.0	193.84853967433446	9.87224731680007
202	have	aient	-1.0	193.84853967433446	9.87224731680007
195	mesenchymal	mésenchymateuses	-1.0	193.84853967433446	9.87224731680007
445	such	telles	-1.0	193.84853967433446	9.87224731680007
195	mesenchymal	stromales	-1.0	193.84853967433446	9.87224731680007
489	Paediatric	pédiatrique	-1.0	193.84853967433446	9.87224731680007
122	neutrality	neutralité	-1.0	193.84853967433446	9.87224731680007
134	neutrality	neutralité	-1.0	193.84853967433446	9.87224731680007
117	limiting	limiter	-1.0	193.84853967433446	9.87224731680007
501	terminate	mettre	-1.0	193.84853967433446	9.87224731680007
139	neutrality	neutralité	-1.0	193.84853967433446	9.87224731680007
408	Polypropylene	polypropylène	-1.0	193.84853967433446	9.87224731680007
464	ACRS	SCRA	-1.0	193.84853967433446	9.87224731680007
501	identified	identifiés	-1.0	193.84853967433446	9.87224731680007
465	Hospitalized	hospitalisés	-1.0	193.84853967433446	9.87224731680007
205	Randi	Randi	-1.0	193.84853967433446	9.87224731680007
205	Haaland	Haaland	-1.0	193.84853967433446	9.87224731680007
115	maintain	maintenir	-1.0	193.84853967433446	9.87224731680007
115	increase	augmenter	-1.0	193.84853967433446	9.87224731680007
195	stromal	stromales	-1.0	193.84853967433446	9.87224731680007
142	modeling	modélisation	-1.0	193.84853967433446	9.87224731680007
122	maintain	maintenir	-1.0	193.84853967433446	9.87224731680007
204	Randi	Randi	-1.0	193.84853967433446	9.87224731680007
406	monocryl	monocryl	-1.0	193.84853967433446	9.87224731680007
493	SPSS	SPSS	-1.0	193.84853967433446	9.87224731680007
494	paediatric	pédiatrique	-1.0	193.84853967433446	9.87224731680007
408	monocryl	monocryl	-1.0	193.84853967433446	9.87224731680007
198	calculated	calculées	-1.0	193.84853967433446	9.87224731680007
176	aimed	visait	-1.0	193.84853967433446	9.87224731680007
196	stromal	stromales	-1.0	193.84853967433446	9.87224731680007
196	Mesenchymal	mésenchymateuses	-1.0	193.84853967433446	9.87224731680007
174	inefficiency	inefficacité	-1.0	193.84853967433446	9.87224731680007
202	S.	S.	-1.0	193.84853967433446	9.87224731680007
447	was	existe	-1.0	193.84853967433446	9.87224731680007
496	Rickets	rachitisme	-1.0	193.84853967433446	9.87224731680007
422	end	mettre	-1.0	193.84853967433446	9.87224731680007
202	explore	explorer	-1.0	193.84853967433446	9.87224731680007
203	Randi	Randi	-1.0	193.84853967433446	9.87224731680007
203	Haaland	Haaland	-1.0	193.84853967433446	9.87224731680007
404	monocryl	monocryl	-1.0	193.84853967433446	9.87224731680007
204	Haaland	Haaland	-1.0	193.84853967433446	9.87224731680007
505	answering	répondre	-1.0	193.84853967433446	9.87224731680007
119	cardiovascular	cardiovasculaires	-1.0	193.84853967433446	9.87224731680007
183	SPSS	SPSS	-1.0	193.84853967433446	9.87224731680007
152	opted	cooptés	-1.0	193.84853967433446	9.87224731680007
152	co	cooptés	-1.0	193.84853967433446	9.87224731680007
113	have	entraîner	-1.0	193.84853967433446	9.87224731680007
112	limiting	limiter	-1.0	193.84853967433446	9.87224731680007
149	opted	cooptés	-1.0	193.84853967433446	9.87224731680007
484	F(1	F	-1.0	193.84853967433446	9.87224731680007
193	mesenchymal	stromales	-1.0	193.84853967433446	9.87224731680007
148	opted	cooptés	-1.0	193.84853967433446	9.87224731680007
193	stromal	stromales	-1.0	193.84853967433446	9.87224731680007
112	limit	limiter	-1.0	193.84853967433446	9.87224731680007
111	Cardiovascular	cardiovasculaires	-1.0	193.84853967433446	9.87224731680007
471	III	III	-1.0	193.84853967433446	9.87224731680007
191	considered	considérée	-1.0	193.84853967433446	9.87224731680007
128	determined	évalués	-1.0	193.84853967433446	9.87224731680007
192	lead	entraîner	-1.0	193.84853967433446	9.87224731680007
473	ACRS	SCRA	-1.0	193.84853967433446	9.87224731680007
148	co	cooptés	-1.0	193.84853967433446	9.87224731680007
147	REC	CNB	-1.0	193.84853967433446	9.87224731680007
186	inefficiency	inefficacité	-1.0	193.84853967433446	9.87224731680007
414	estimated	estimées	-1.0	193.84853967433446	9.87224731680007
125	Alberta	Alberta	-1.0	193.84853967433446	9.87224731680007
153	REC	CNB	-1.0	193.84853967433446	9.87224731680007
124	estimated	estimées	-1.0	193.84853967433446	9.87224731680007
183	reported	considérée	-1.0	193.84853967433446	9.87224731680007
154	identified	identifiés	-1.0	193.84853967433446	9.87224731680007
124	management	gestion	-1.0	193.84853967433446	9.87224731680007
414	m	m	-1.0	258.46471956577926	10.159929389251852
289	mometasone	mométasone	-1.0	258.46471956577926	10.159929389251852
289	terbinafine	terbinafine	-1.0	258.46471956577926	10.159929389251852
470	RVSI	ISVR	-1.0	258.46471956577926	10.159929389251852
250	Costa	Costa	-1.0	258.46471956577926	10.159929389251852
267	identify	estimé	-1.0	258.46471956577926	10.159929389251852
289	florfenicol	florfénicol	-1.0	258.46471956577926	10.159929389251852
137	estimated	estimé	-1.0	258.46471956577926	10.159929389251852
469	m	m	-1.0	258.46471956577926	10.159929389251852
267	mortality	décès	-1.0	258.46471956577926	10.159929389251852
365	describing	décrire	-1.0	258.46471956577926	10.159929389251852
289	furoate	furoate	-1.0	258.46471956577926	10.159929389251852
424	establish	établir	-1.0	258.46471956577926	10.159929389251852
281	mometasone	mométasone	-1.0	258.46471956577926	10.159929389251852
292	µg	µg	-1.0	258.46471956577926	10.159929389251852
292	dL	dL	-1.0	258.46471956577926	10.159929389251852
384	believed	estimé	-1.0	258.46471956577926	10.159929389251852
197	ASCs	ASC	-1.0	258.46471956577926	10.159929389251852
292	µg	µg	-1.0	258.46471956577926	10.159929389251852
182	recorded	enregistrée	-1.0	258.46471956577926	10.159929389251852
292	dL	dL	-1.0	258.46471956577926	10.159929389251852
412	suggest	suggèrent	-1.0	258.46471956577926	10.159929389251852
418	caused	causées	-1.0	258.46471956577926	10.159929389251852
281	terbinafine	terbinafine	-1.0	258.46471956577926	10.159929389251852
281	florfenicol	florfénicol	-1.0	258.46471956577926	10.159929389251852
448	Saudi	Arabie	-1.0	258.46471956577926	10.159929389251852
257	China	Chine	-1.0	258.46471956577926	10.159929389251852
281	furoate	furoate	-1.0	258.46471956577926	10.159929389251852
250	Rica	Rica	-1.0	258.46471956577926	10.159929389251852
250	Ghana	Ghana	-1.0	258.46471956577926	10.159929389251852
527	hATTR	ATTRh	-1.0	258.46471956577926	10.159929389251852
184	recorded	enregistrée	-1.0	258.46471956577926	10.159929389251852
544	relevance	pertinence	-1.0	258.46471956577926	10.159929389251852
284	terbinafine	terbinafine	-1.0	258.46471956577926	10.159929389251852
527	PN	PN	-1.0	258.46471956577926	10.159929389251852
485	interaction	conformité	-1.0	258.46471956577926	10.159929389251852
284	mometasone	mométasone	-1.0	258.46471956577926	10.159929389251852
356	obtained	obtenues	-1.0	258.46471956577926	10.159929389251852
284	furoate	furoate	-1.0	258.46471956577926	10.159929389251852
253	China	Chine	-1.0	258.46471956577926	10.159929389251852
282	shown	démontré	-1.0	258.46471956577926	10.159929389251852
525	PN	PN	-1.0	258.46471956577926	10.159929389251852
525	hATTR	ATTRh	-1.0	258.46471956577926	10.159929389251852
419	lead	causées	-1.0	258.46471956577926	10.159929389251852
37	CoPS	CoPS	-1.0	258.46471956577926	10.159929389251852
456	comprised	comprenaient	-1.0	258.46471956577926	10.159929389251852
480	exposure	conformité	-1.0	258.46471956577926	10.159929389251852
135	IU	UI	-1.0	258.46471956577926	10.159929389251852
524	PN	PN	-1.0	258.46471956577926	10.159929389251852
524	hATTR	ATTRh	-1.0	258.46471956577926	10.159929389251852
37	M	M	-1.0	258.46471956577926	10.159929389251852
44	relevance	pertinence	-1.0	258.46471956577926	10.159929389251852
251	Ghana	Ghana	-1.0	258.46471956577926	10.159929389251852
251	Rica	Rica	-1.0	258.46471956577926	10.159929389251852
254	China	Chine	-1.0	258.46471956577926	10.159929389251852
281	furoate	mométasone	-1.0	258.46471956577926	10.159929389251852
135	IU	UI	-1.0	258.46471956577926	10.159929389251852
251	Costa	Costa	-1.0	258.46471956577926	10.159929389251852
490	suggest	suggèrent	-1.0	258.46471956577926	10.159929389251852
523	PN	PN	-1.0	258.46471956577926	10.159929389251852
43	CoPS	CoPS	-1.0	258.46471956577926	10.159929389251852
284	florfenicol	florfénicol	-1.0	258.46471956577926	10.159929389251852
147	describing	décrire	-1.0	258.46471956577926	10.159929389251852
292	µg	µg	-1.0	258.46471956577926	10.159929389251852
165	HEI	IAS	-1.0	258.46471956577926	10.159929389251852
333	multivariate	multivariée	-1.0	258.46471956577926	10.159929389251852
569	precapillary	précapillaire	-1.0	258.46471956577926	10.159929389251852
391	Multivariable	multivariée	-1.0	258.46471956577926	10.159929389251852
569	postcapillary	postcapillaire	-1.0	258.46471956577926	10.159929389251852
569	postcapillary	précapillaire	-1.0	258.46471956577926	10.159929389251852
569	pre-	précapillaire	-1.0	258.46471956577926	10.159929389251852
501	need	doivent	-1.0	258.46471956577926	10.159929389251852
10	adjuvant	adjuvante	-1.0	258.46471956577926	10.159929389251852
402	Arabia	Arabie	-1.0	258.46471956577926	10.159929389251852
73	processes	processus	-1.0	258.46471956577926	10.159929389251852
10	adjuvant	adjuvante	-1.0	258.46471956577926	10.159929389251852
137	IU	UI	-1.0	258.46471956577926	10.159929389251852
10	adjuvant	adjuvante	-1.0	258.46471956577926	10.159929389251852
566	postcapillary	postcapillaire	-1.0	258.46471956577926	10.159929389251852
566	precapillary	précapillaire	-1.0	258.46471956577926	10.159929389251852
243	Rica	Rica	-1.0	258.46471956577926	10.159929389251852
295	furoate	furoate	-1.0	258.46471956577926	10.159929389251852
569	postcapillary	postcapillaire	-1.0	258.46471956577926	10.159929389251852
243	Ghana	Ghana	-1.0	258.46471956577926	10.159929389251852
157	have	doivent	-1.0	258.46471956577926	10.159929389251852
300	performed	effectué	-1.0	258.46471956577926	10.159929389251852
0	keloids	chéloïdes	-1.0	258.46471956577926	10.159929389251852
145	RECs	CER	-1.0	258.46471956577926	10.159929389251852
507	suggests	suggèrent	-1.0	258.46471956577926	10.159929389251852
1	shown	démontré	-1.0	258.46471956577926	10.159929389251852
324	preoperative	préopératoire	-1.0	258.46471956577926	10.159929389251852
111	death	décès	-1.0	258.46471956577926	10.159929389251852
506	suggest	suggèrent	-1.0	258.46471956577926	10.159929389251852
397	explore	établir	-1.0	258.46471956577926	10.159929389251852
157	processes	processus	-1.0	258.46471956577926	10.159929389251852
437	Saudi	Arabie	-1.0	258.46471956577926	10.159929389251852
3	keloids	chéloïdes	-1.0	258.46471956577926	10.159929389251852
6	keloids	chéloïdes	-1.0	258.46471956577926	10.159929389251852
153	RTR	CER	-1.0	258.46471956577926	10.159929389251852
328	multivariate	multivariée	-1.0	258.46471956577926	10.159929389251852
510	searched	effectué	-1.0	258.46471956577926	10.159929389251852
579	included	comprenaient	-1.0	258.46471956577926	10.159929389251852
154	included	comprenaient	-1.0	258.46471956577926	10.159929389251852
215	performed	effectué	-1.0	258.46471956577926	10.159929389251852
144	process	processus	-1.0	258.46471956577926	10.159929389251852
295	mometasone	mométasone	-1.0	258.46471956577926	10.159929389251852
243	Costa	Costa	-1.0	258.46471956577926	10.159929389251852
51	addressing	tenir	-1.0	258.46471956577926	10.159929389251852
246	Rica	Rica	-1.0	258.46471956577926	10.159929389251852
563	LVEDP	PTDVG	-1.0	258.46471956577926	10.159929389251852
561	postcapillary	postcapillaire	-1.0	258.46471956577926	10.159929389251852
294	relevance	pertinence	-1.0	258.46471956577926	10.159929389251852
561	precapillary	précapillaire	-1.0	258.46471956577926	10.159929389251852
13	adjuvant	adjuvante	-1.0	258.46471956577926	10.159929389251852
127	obtained	obtenues	-1.0	258.46471956577926	10.159929389251852
292	dL	dL	-1.0	258.46471956577926	10.159929389251852
495	M	M	-1.0	258.46471956577926	10.159929389251852
119	demonstrated	démontré	-1.0	258.46471956577926	10.159929389251852
